,question,reference,candidate,label
147,who played lionel in as time goes by?,"Geoffrey Dyson Palmer, OBE/Geoffrey Dyson Palmer",Geoffrey Palmer played Lionel in As Time Goes By.,1
148,how many co2 molecules are produced in aerobic respiration?,6,One molecule of glucose produces six molecules of carbon dioxide in aerobic respiration.,1
149,where does the optic nerve cross the midline ​?,optic chiasm,"The optic nerve crosses the midline at the optic chiasm, which is located at the base of the brain, just above the pituitary gland. At the optic chiasm, the fibers from the nasal (inner) half of each retina cross over to the opposite side of the brain, while the fibers from the temporal (outer) half of each retina continue on the same side of the brain. This allows for the integration of visual information from both eyes into a single image.",1
150,the grand tour season 2 episode 2 celebrity guests?,"Brian Wilson/Kevin Pietersen, Brian Wilson/Abbie Eaton/Kevin Pietersen","The celebrity guests in The Grand Tour Season 2 Episode 2 are:

1. Luke Evans - Welsh actor known for his roles in movies like Fast & Furious 6, Beauty and the Beast, and The Hobbit trilogy.

2. Kiefer Sutherland - Canadian actor known for his role as Jack Bauer in the TV series 24 and for movies like A Few Good Men and The Lost Boys.

3. Hugh Bonneville - English actor known for his role as Robert Crawley in",0
151,who was toot toot in the green mile?,A trustee,"Toot-Toot was a character in the Green Mile, a novel by Stephen King. He was a small, wiry inmate at Cold Mountain Penitentiary who worked as a trustee in the prison's library. Toot-Toot was known for his high-pitched voice and his tendency to be easily frightened. He was played by actor Harry Dean Stanton in the 1999 film adaptation of the novel.",1
152,what is billy last name in where the red fern grows?,Colman/Billy Colman,Billy's last name in Where the Red Fern Grows is not mentioned in the book.,0
153,who painted the ceiling of the florence cathedral?,Giorgio Vasari/Federico Zuccari/Giorgio Vasari and Federico Zuccari,"The ceiling of the Florence Cathedral, also known as the Duomo, was not painted by a single artist. It is a complex series of frescoes and mosaics created by various artists over several centuries. Some of the notable artists who contributed to the decoration of the cathedral include Andrea del Castagno, Paolo Uccello, and Giorgio Vasari. However, the most famous artwork in the cathedral is the dome fresco painted by Giorgio Vasari and Federico Zucc",1
154,who sings too much time on my hands lyrics?,Tommy Shaw,"The song ""Too Much Time on My Hands"" is performed by the band Styx.",0
155,who has hosted the most fifa world cups?,Italy/Germany/France/Brazil/Mexico,"Brazil has hosted the most FIFA World Cups, with a total of 2 times (1950 and 2014).",1
156,which is the lion's mane jellyfish's species within its genus?,C. capillata/capillata/Cyanea capillata,The lion's mane jellyfish's species within its genus is Cyanea capillata.,1
157,who was the buccaneers qb when they won the superbowl?,Brad Johnson,The Buccaneers quarterback when they won the Super Bowl in 2003 was Brad Johnson.,1
158,who did the central powers defeat on the eastern front before concentrating back on france?,the Russian army,The Central Powers defeated Russia on the Eastern Front before concentrating back on France.,1
159,what kind of fish live in the salton sea?,tilapia,"The Salton Sea is home to a variety of fish species, including tilapia, corvina, sargo, croaker, and desert pupfish. However, due to the high salinity levels and other environmental factors, the fish population in the Salton Sea has been declining in recent years.",1
160,when was the defensive 3 second rule implemented?,the 2001–2002 season/2001–2002 season,The defensive 3-second rule was implemented in the National Basketball Association (NBA) in 2001.,0
161,when did jack mccoy join law and order?,1994,"Jack McCoy joined Law and Order in the fifth season, which premiered on September 21, 1994.",1
162,who did the music for your lie in april?,Masaru Yokoyama,The music for Your Lie in April was composed by Masaru Yokoyama.,1
163,who died in the first episode of stranger things?,Benny,The character who died in the first episode of Stranger Things is Will Byers.,0
164,who are the characters in yo gabba gabba?,DJ Lance Rock/Gooble/Brobee/Foofa/Muno/Plex/Toodee,1. DJ Lance Rock,1
165,who was the captain of the mayflower when it took the pilgrims to the new world?,Captain Jones/Master Christopher Jones/Christopher Jones,The captain of the Mayflower when it took the Pilgrims to the New World was Christopher Jones.,1
166,who won the national championship in volleyball 2017?,Ohio State,"As an AI language model, I do not have information on the latest events or current affairs. However, I can tell you that the NCAA Women's Volleyball Championship in 2017 was won by the University of Nebraska-Lincoln.",0
167,name a food you might eat on thanksgiving?,a large roasted turkey/turkey,turkey,1
168,what is the longest pier in the uk?,Southend Pier,"The longest pier in the UK is Southend Pier, which stretches 1.34 miles (2.16 km) into the Thames Estuary in Southend-on-Sea, Essex.",1
169,who did cora marry in once upon a time?,Henry,"Cora married Prince Henry, the father of Regina (the Evil Queen).",1
170,who owns the dower house in the archers?,Lilian Bellamy/Caroline Sterling,"As an AI language model, I do not have access to the latest updates or episodes of The Archers. However, according to the information available online, the ownership of the Dower House has changed hands several times throughout the series. At one point, it was owned by the Grundys, and later by the Archer family.",0
171,who sings that aint no way to go?,Brooks & Dunn,"Brooks & Dunn sing ""That Ain't No Way to Go.""",1
172,what is the 3rd largest state in usa?,Alaska/California,The 3rd largest state in the USA is California.,1
173,who sings why does it hurt when i pee?,Frank Zappa/Frank Zappa's,"The song ""Why Does It Hurt When I Pee?"" is performed by Frank Zappa.",1
174,when does the cannes film festival take place?,"Cannes, France/usually in May",The Cannes Film Festival usually takes place in May each year.,1
175,who is the voice of the other mother in coraline?,Teri Hatcher,The voice of the Other Mother in Coraline is performed by actress Teri Hatcher.,1
176,how many tornado planes does the uk have?,138,"As an AI language model, I don't have access to the latest information on the number of Tornado planes the UK has. However, as of 2019, the Royal Air Force (RAF) had retired all of its Tornado GR4 aircraft.",0
177,how many strong verbs are there in german?,more than 200/more than 200 strong,"As an AI language model, I do not have an exact number of strong verbs in German. However, it is estimated that there are around 200 strong verbs in German.",1
178,who sings tie a yellow ribbon around the old oak tree?,Joyce Vincent Wilson/Pamela Vincent/Tony Orlando and Dawn,Tony Orlando and Dawn.,1
179,where does patience is a virtue come from?,"""Psychomachia,""","The phrase ""patience is a virtue"" is believed to have originated from the poem ""Piers Plowman"" written by William Langland in the 14th century. The phrase has since become a common proverbial expression used to encourage people to be patient and persevere in difficult situations.",1
180,which country has the smallest population in europe?,Vatican City,"The smallest population in Europe is in Vatican City, which is an independent city-state with a population of around 800 people.",1
181,who plays elsa's aunt in once upon a time?,Elizabeth Mitchell,"Elizabeth Mitchell plays Elsa's aunt, Ingrid, in Once Upon a Time.",1
182,where was held the first session of muslim league?,"Dhaka, Bangladesh/Lucknow","The first session of the All India Muslim League was held in Dhaka, Bangladesh (then East Bengal) on December 30, 1906.",1
183,what is the name of the dragon in eragon?,Saphira,The name of the dragon in Eragon is Saphira.,1
