,question,reference,candidate,label
115,who captained the first european ship to sail around the tip of africa?,Bartolomeu Dias,"The first European mariner to sail around the southern tip of Africa was Bartolomeu Dias, a Portuguese explorer.  He accomplished this feat in 1488.",1
116,who sang a whiter shade of pale first?,Procol Harum/British rock band Procol Harum,"""A Whiter Shade of Pale"" was first sung by the English rock band Procol Harum.  It was their debut single released on 12 May 1967.",1
117,what material was used to build the roofs of houses in burzahom?,birch,"During the Neolithic period, people in Burzahom built pit houses by digging into the ground.  The roofs of these houses were made of thatch which was made of birch.",1
118,in what part of the digestive tube do you expect the initial digestion of starch?,the mouth/the minor salivary glands,"The initial digestion of starch begins in the mouth with the secretion of an enzyme called alpha-amylase into saliva.  This enzyme starts to reduce starch from a complex sugar into less complex sugars such as maltose.  However, this activity is much less important than that of pancreatic amylase in the small intestine.",1
119,who was the french chef given credit for developing the classic kitchen​ brigade?,Georges Auguste Escoffier,The French chef given credit for developing the classic kitchen brigade is Georges-Auguste Escoffier.  He was dubbed by Kaiser Wilhelm as “the emperor of chefs” and is one of the most important figures in the development of modern French cuisine.,1
120,who sings stop listen what's that sound?,Buffalo Springfield,"The song you're referring to is called ""For What It's Worth"" and it was recorded by Buffalo Springfield .",1
121,who played mark on the show the rifleman?,John Ernest Crawford,"The character Mark McCain on the show ""The Rifleman"" was played by Johnny Crawford.  He was nominated for a Best Supporting Actor Emmy Award at age 13 for his role on the show.",1
122,who played ricky in secret life of the american teenager?,Daren Maxwell Kagasoff,"The character of Ricky Underwood in ""The Secret Life of the American Teenager"" was played by Daren Kagasoff.",1
123,who had the longest tenure as moderator on meet the press?,Tim Russert,"The longest-serving moderator of 'Meet the Press' was Tim Russert who moderated the show from 1991-2008.  He is also known for creating its famous tagline: “If it’s Sunday, it’s Meet the Press. ”.",1
124,who has the talismans in sailor moon s?,Haruka and Michiru/Haruka/Michiru/Sailor Pluto,"In Sailor Moon S, the three talismans are wielded by the Outer Sailor Guardians.  They are Sailor Uranus, who wields the Space Sword;  Sailor Neptune, who wields the Deep Aqua Mirror;  and Sailor Pluto, who wields the Garnet Orb.",1
125,when was where have all the flowers gone written?,1955,""" is a modern folk-style song.  The melody and first three verses were written by Pete Seeger in 1955 and published in Sing Out!  magazine .",1
126,industrial city in germany on the rhine herne canal?,Henrichenburg/Duisburg,"There are several industrial cities in Germany located on the Rhine-Herne Canal.  One of them is Gelsenkirchen, which has a port that was opened in July 1914 and is the oldest port on the Rhine-Herne Canal.  Another city is Bottrop, located about six miles northwest of Essen in the Ruhr region.  Bottrop had been a coal-mining and rail center and contains factories producing coal-tar derivatives, chemicals, textiles, and machinery.",0
127,what is a real world application of an atwood machine?,An elevator with a counterbalance,An Atwood machine is used in elevators and water wells .  It allows pupils and researchers to confirm and better understand Newton’s second law of motion as well as other physics and mechanics principles through demonstration .,1
128,who starred in the movie natural born killers?,"Robert Downey Jr./Robert Downey, Jr./Woody Harrelson/Juliette Lewis/Tom Sizemore/Tommy Lee Jones","The movie Natural Born Killers was directed by Oliver Stone and starred Woody Harrelson, Juliette Lewis, Robert Downey Jr. , Tom Sizemore, and Tommy Lee Jones.",1
129,who wants a heart in the wizard of oz?,Tin Woodman/the Tin Woodman,"In The Wonderful Wizard of Oz, it is the Tin Woodman who wants a heart.  He follows Dorothy Gale to the Emerald City to get a heart from The Wizard .",1
130,what are the importance of rigor mortis in meat processing?,tenderness of meat,Rigor mortis is very important in meat technology.  It refers to stiffening of muscles after death and is another important postmortem change in the process of conversion of muscle to meat.  The aging of the meat is achieved by storing the meat at ambient temperature until the muscle gradually recovers from rigor mortis due to its enzymatic breakdown.  The meat used after aging is tenderer leading to less cooking time and improvement in flavor.,1
131,when did the song the joker come out?,1973/October 1973,"""The Joker"" is a song by the Steve Miller Band from their 1973 album The Joker.  It was released as a single in October 1973 .",1
132,what is the tigers name in life of pi?,Richard Parker,The tiger's name in Life of Pi is Richard Parker.  He is a Bengal tiger who survives on a lifeboat with Pi after their ship sinks.,1
133,when did god save the queen became the national anthem?,in the 1780s and 1790s/After the Battle of Culloden,"""God Save The Queen/King"" has been the national anthem of the United Kingdom since the early 19th century.  The British composer Thomas Arne arranged what would become the official British national anthem in 1745.",0
134,when did the 5 day work week begin?,1908/In 1908/1940,The first five-day workweek in the United States was instituted by a New England cotton mill in 1908 so that Jewish workers would not have to work on the Sabbath from sundown Friday to sundown Saturday.,1
135,where is the north pole on the world map?,latitude 90° North,"The North Pole is located at the northernmost point on Earth's axis of rotation.  It is found in the Arctic Ocean on constantly shifting pieces of sea ice.  On a world map, it would be located at 90° north latitude.",1
136,when did the us stop drafting for the vietnam war?,1973,"The last men were conscripted for the Vietnam War on December 7, 1972.  The Paris Peace Accords were signed on January 27, 1973 which marked the end of active U. S.  ground involvement in Vietnam .",1
137,who performed the halftime show at super bowl 51?,Lady Gaga,The halftime show at Super Bowl 51 was performed by Lady Gaga⁶.,1
138,who lives in the blue house in balamory?,Edie McCredie,"In Balamory, a fictional Scottish island, Edie McCredie lives in the blue house.  She is one of the 8 central characters in Balamory and is also known as the Balamory Bus Driver.",1
139,when was the worlds first laptop computer introduced in the market and by whom?,September 1980/R2E Micral CCMC,"The world's first laptop computer was introduced in 1981 by Epson.  It was invented in July 1980 by Yukio Yokozawa, who worked for Suwa Seikosha, a branch of Japanese company Seiko (now Seiko Epson), receiving a patent for the invention.",1
140,when was the first episode of scooby doo?,"September 13, 1969","The first episode of Scooby-Doo, titled ""What a Night for a Knight"", debuted on the CBS network on Saturday, September 13, 1969 at 10:30 AM Eastern Time.",1
141,who is the speaker in shooting an elephant?,Orwell,"The speaker in “Shooting an Elephant” is George Orwell, who is also the author of the essay.  He was a British man working as a police officer in Burma during British rule.",1
142,who plays sheila carter on the bold and the beautiful?,Kimberlin Brown/Michelle Stafford,Sheila Carter is a character on The Bold and the Beautiful.  The role was portrayed by Kimberlin Brown for many intervals on both soaps starting in 1990 until 2006.,1
